acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pressure,class
0.4967141530112327,1.3993554365860021,-0.6751782749743815,-0.19078075578773912,-0.0863493604964934,-0.042375968202270325,1001.8591864176691,1
-0.13826430117118466,0.9246336829127688,-0.14451867071551783,-0.08603850107795019,-0.0031203488939083976,-0.04534141083838541,1006.690691662622,0
0.6476885381006925,0.05963036992017413,-0.7924199209999613,-0.04136055334216443,0.0018016872044446586,-0.1795643172630015,1003.5793981642576,0
1.5230298564080254,-0.6469367777055739,-0.3079615296390403,0.18876876573401905,0.047263034584340564,-0.033009019170143726,1007.5200418125886,1
-0.23415337472333597,0.6982233136135899,-1.8936146669537857,0.05565531245337582,-0.13668583632808265,0.0732829081821745,1010.8584968928881,1
-0.23413695694918055,0.3934853854217496,0.21329370737293857,-0.13354815690998914,0.05925672738473307,-0.12742321190767952,1021.3715448633138,0
1.5792128155073915,0.8951932200277323,0.0012054753622242368,0.048603628941763705,-0.27043916316027755,0.10484826510505925,1009.7884096129429,1
0.7674347291529088,0.6351718016819695,-0.8170886310681906,-0.15473039889383655,-0.06298845523638104,0.04877748210843382,997.1437429323041,0
-0.4694743859349521,1.0495527153193351,0.6592456684324051,0.10826910538870733,-0.04882738424515447,-0.07342333219710379,1024.4006784649516,0
0.5425600435859647,-0.535235211560568,0.9375701376265584,-0.04711246518178786,0.06333268260712385,-0.014152963733784744,1004.6290986638496,0
-0.46341769281246226,1.3173940656343257,-1.6075598643689741,-0.009363618873917085,0.002263085267686914,0.15983218076410333,1012.4127957289537,1
-0.46572975357025687,0.19759960469239965,-0.7627247785662142,0.132579664754219,-0.14055630538562866,0.07335478135058658,1017.4653650694071,0
0.24196227156603412,2.0752608726252655,-0.7691423497872982,-0.128716356858425,-0.09849931258170153,0.0008783654898147817,1014.9961041840278,1
-1.913280244657798,-0.6891878180895679,-0.9399031011088647,-0.13971181851129913,0.01986800095474069,-0.023768331696098433,1023.9417954752148,1
-1.7249178325130328,1.7359638031652493,0.8294748419317485,-0.058359932634600487,-0.007906734186455629,0.007660907045165962,1017.7900314339275,1
-0.5622875292409727,0.1979107834626478,-0.19382613877280352,0.10383788510193166,-0.05791241096357465,-0.05117635579423035,1004.386904203029,0
-1.0128311203344238,-0.6514180036144483,-0.26451484131061076,-0.15193460754768426,-0.048083378951197936,-0.21047495057190146,1034.7856217399167,0
0.3142473325952739,-0.48388583405432156,-2.0038623644067535,-0.2832155598110569,0.0696167997159289,0.2042177910534731,1014.9433346333823,1
-0.9080240755212109,-0.32034730819432017,0.6354180302092264,-0.04511588584089988,-0.05176925728692147,0.015532499919940147,1011.5265977337849,0
-1.4123037013352915,0.4241659464019164,-1.2392583948534726,0.05517407999109204,-0.008809124402907329,0.03981472651225371,1022.6392542305557,1
1.465648768921554,0.5228354880354996,0.05993263026632825,0.12002617497388293,0.2169936588080543,-0.005790774987690872,1015.4945094593007,1
-0.22577630048653566,-0.573700003938579,0.2773769379581917,-0.0463161362085399,-0.1423682636883923,-0.0735116800724588,1016.9922819293932,0
0.06752820468792384,-0.02435459226098284,1.360658595838651,-0.04114266071160025,-0.18518427315746588,-0.018592448094877072,1037.921839986007,0
-1.4247481862134568,2.1422703586118637,-1.308820399119112,0.11539007342557472,0.07835896647986068,-0.15993947621943114,1010.2487857174496,1
-0.5443827245251827,1.7275431701007113,-3.0195121558208253,-0.18697416996954208,-0.06786430612941033,0.22770864980533045,1009.822391059826,1
0.11092258970986608,0.4363236696740321,0.18384954475369486,-0.03885207751830093,-0.031823752774262026,-0.12345119984223961,1014.1657851201246,0
-1.1509935774223028,0.03800347816820029,1.8005111815108537,0.019042388992505776,-0.07811563781311143,-0.10319662838471795,1023.7151593558103,1
0.37569801834567196,0.1200313267182613,1.2389463529394373,0.04492187212850343,-0.025980014076751254,-0.044025920438640044,997.934659698096,0
-0.600638689918805,0.6135179727304166,0.20965941527462578,-0.05098066931908826,0.15985381120963416,0.12880757248523775,993.344441085235,0
-0.2916937497932768,-1.0227925651984056,-0.49163618563204736,0.003444101170584135,0.08021284586181193,0.0014508999262654136,1007.1288472937986,0
-0.6017066122293969,-0.2573765374233451,0.8071225966373103,-0.24883273534129896,0.08622235118869771,-0.12361357960304625,996.6607704094072,0
1.8522781845089378,-1.6685840738775894,-0.9735461997044687,-0.06582484123338483,-0.14162270557926457,0.12543383607573397,1008.7516865247436,1
-0.013497224737933921,0.39922312260527926,0.47635776935621926,0.04535087125544674,-0.11511537365528693,0.07310006267854814,1018.0249969612929,0
-1.0577109289559004,0.647195939702741,0.5054701591666269,-0.09822940342546796,-0.2839078659485427,0.05384349572164524,1004.0925113644773,0
0.822544912103189,-0.483186462299374,1.0602099074988798,0.005898422158959738,-0.08093808210827541,0.07157342411708405,998.7317342321866,0
-1.2208436499710222,1.5739867632900328,2.7596600389110777,0.0446872500802698,0.09567031863856584,0.2394361900582451,1013.6933716171535,1
0.2088635950047554,-1.2257656630023412,0.39241596717876703,-0.0342549200857765,0.051694651574837096,0.21850948950361124,1021.6254348461517,0
-1.9596701238797756,-1.4643748802098202,-0.5089636257074988,0.01704637709965709,-0.02215132629521239,-0.06867153430032953,996.0502656148338,1
-1.3281860488984305,0.22445181855997204,-0.025574312191994436,-0.09627325652846123,-0.002230028371805305,0.16238849928111523,1021.2023239830598,0
0.19686123586912352,1.0470983026121545,-1.7690759048891183,-0.020661127969604665,-0.06888855425754056,0.03831681897589004,1021.1730620373833,1
0.7384665799954104,1.6839276914578687,-0.6947131310890582,0.061021616958922255,0.020475888240178416,0.04990958161377494,1022.5408510215663,1
0.1713682811899705,-0.45888426286894,-0.409282438113104,0.01569729609684342,0.07658782794806149,-0.16922708316433288,1025.184802148717,0
-0.11564828238824053,1.0786808334312956,-0.5240883979345925,-0.058653126956393555,-0.1615886787410473,-0.017038576538819596,1035.020139246596,0
-0.3011036955892888,-0.03850846950070721,0.152354872033722,0.022421640429079303,0.029964768783734816,-0.08128235903365649,1009.4390795138095,0
